(a / x) ^ b
1, 0.2, 872, 16833840.0
1, 0.4, 674, 16996170.0
1, 0.6, 328, 16844430.0
1, 0.8, 216, 16746510.0
1, 1, 253, 16649010.0
2, 0.2, 839, 16148700.0
2, 0.4, 1614, 17148930.0
2, 0.6, 426, 16859130.0
2, 0.8, 269, 16951380.0
2, 1, 291, 16919550.0
5, 0.2, 403, 15796920.0
5, 0.4, 1029, 16754640.0
5, 0.6, 786, 16286190.0
5, 0.8, 367, 16781520.0
5, 1, 310, 16895040.0
10, 0.2, 472, 15653430.0
10, 0.4, 874, 16129740.0
10, 0.6, 1749, 17001090.0
10, 0.8, 668, 16939740.0
10, 1, 406, 16791510.0
